form,company,ticker,cik,filing_date,accession_number,filing_link
8-K,"NB Bancorp, Inc.",NBBK,1979330,2025-01-22,0001558370-25-000317,https://www.sec.gov/Archives/edgar/data/1979330/0001558370-25-000317.txt
8-K,NCL CORP Ltd.,,1318742,2025-01-22,0001104659-25-005263,https://www.sec.gov/Archives/edgar/data/1318742/0001104659-25-005263.txt
8-K,NEWS CORP,NWS,1564708,2025-01-22,0001564708-25-000047,https://www.sec.gov/Archives/edgar/data/1564708/0001564708-25-000047.txt
8-K,"NEXGEL, INC.",NXGLW,1468929,2025-01-22,0001493152-25-003153,https://www.sec.gov/Archives/edgar/data/1468929/0001493152-25-003153.txt
8-K,NN INC,NNBR,918541,2025-01-22,0000918541-25-000008,https://www.sec.gov/Archives/edgar/data/918541/0000918541-25-000008.txt
8-K,NORTHERN TRUST CORP,NTRSO,73124,2025-01-22,0000073124-25-000020,https://www.sec.gov/Archives/edgar/data/73124/0000073124-25-000020.txt
8-K,"NRX Pharmaceuticals, Inc.",NRXPW,1719406,2025-01-22,0001437749-25-001569,https://www.sec.gov/Archives/edgar/data/1719406/0001437749-25-001569.txt
8-K,NVE CORP /NEW/,NVEC,724910,2025-01-22,0001376474-25-000100,https://www.sec.gov/Archives/edgar/data/724910/0001376474-25-000100.txt
8-K,National Bank Holdings Corp,NBHC,1475841,2025-01-22,0001475841-25-000003,https://www.sec.gov/Archives/edgar/data/1475841/0001475841-25-000003.txt
8-K,"Nixxy, Inc.",NIXXW,1462223,2025-01-22,0001654954-25-000628,https://www.sec.gov/Archives/edgar/data/1462223/0001654954-25-000628.txt
8-K,Norwegian Cruise Line Holdings Ltd.,NCLH,1513761,2025-01-22,0001104659-25-005241,https://www.sec.gov/Archives/edgar/data/1513761/0001104659-25-005241.txt
8-K,"NovaBay Pharmaceuticals, Inc.",NBY,1389545,2025-01-22,0001437749-25-001566,https://www.sec.gov/Archives/edgar/data/1389545/0001437749-25-001566.txt
8-K,Nuveen Churchill Direct Lending Corp.,NCDL,1737924,2025-01-22,0001628280-25-002219,https://www.sec.gov/Archives/edgar/data/1737924/0001628280-25-002219.txt
8-K,OFG BANCORP,OFG,1030469,2025-01-22,0001030469-25-000003,https://www.sec.gov/Archives/edgar/data/1030469/0001030469-25-000003.txt
8-K,OLD SECOND BANCORP INC,OSBC,357173,2025-01-22,0000357173-25-000013,https://www.sec.gov/Archives/edgar/data/357173/0000357173-25-000013.txt
8-K,ONEOK INC /NEW/,OKE,1039684,2025-01-22,0001039684-25-000008,https://www.sec.gov/Archives/edgar/data/1039684/0001039684-25-000008.txt
8-K,ORACLE CORP,ORCL,1341439,2025-01-22,0001193125-25-010390,https://www.sec.gov/Archives/edgar/data/1341439/0001193125-25-010390.txt
8-K,ORAMED PHARMACEUTICALS INC.,ORMP,1176309,2025-01-22,0001213900-25-005212,https://www.sec.gov/Archives/edgar/data/1176309/0001213900-25-005212.txt
8-K,"Onconetix, Inc.",ONCO,1782107,2025-01-22,0001213900-25-005521,https://www.sec.gov/Archives/edgar/data/1782107/0001213900-25-005521.txt
8-K,Onex Direct Lending BDC Fund,,1860424,2025-01-22,0001193125-25-010478,https://www.sec.gov/Archives/edgar/data/1860424/0001193125-25-010478.txt
8-K,"Optimus Healthcare Services, Inc.",OHCS,1892025,2025-01-22,0001213900-25-005273,https://www.sec.gov/Archives/edgar/data/1892025/0001213900-25-005273.txt
8-K,"Origin Bancorp, Inc.",OBK,1516912,2025-01-22,0001516912-25-000008,https://www.sec.gov/Archives/edgar/data/1516912/0001516912-25-000008.txt
8-K,Ovintiv Inc.,OVV,1792580,2025-01-22,0000950170-25-007870,https://www.sec.gov/Archives/edgar/data/1792580/0000950170-25-007870.txt
8-K,PLEXUS CORP,PLXS,785786,2025-01-22,0000785786-25-000006,https://www.sec.gov/Archives/edgar/data/785786/0000785786-25-000006.txt
8-K,PRINCIPAL FINANCIAL GROUP INC,PFG,1126328,2025-01-22,0001104659-25-005258,https://www.sec.gov/Archives/edgar/data/1126328/0001104659-25-005258.txt
8-K,PROCTER & GAMBLE Co,PG,80424,2025-01-22,0000080424-25-000009,https://www.sec.gov/Archives/edgar/data/80424/0000080424-25-000009.txt
8-K,PROCTER & GAMBLE Co,PG,80424,2025-01-22,0000080424-25-000011,https://www.sec.gov/Archives/edgar/data/80424/0000080424-25-000011.txt
8-K,PROSPERITY BANCSHARES INC,PB,1068851,2025-01-22,0000950170-25-007883,https://www.sec.gov/Archives/edgar/data/1068851/0000950170-25-007883.txt
8-K,"PROVECTUS BIOPHARMACEUTICALS, INC.",PVCT,315545,2025-01-22,0001493152-25-003193,https://www.sec.gov/Archives/edgar/data/315545/0001493152-25-003193.txt
8-K,PRUDENTIAL FINANCIAL INC,PRS,1137774,2025-01-22,0001193125-25-010444,https://www.sec.gov/Archives/edgar/data/1137774/0001193125-25-010444.txt
8-K,PUBLIC SERVICE CO OF NEW MEXICO,PNMXO,81023,2025-01-22,0001108426-25-000002,https://www.sec.gov/Archives/edgar/data/81023/0001108426-25-000002.txt
8-K,Panamera Holdings Corp,PHCI,1620749,2025-01-22,0001640334-25-000130,https://www.sec.gov/Archives/edgar/data/1620749/0001640334-25-000130.txt
8-K,"Panbela Therapeutics, Inc.",PBLA,1029125,2025-01-22,0001437749-25-001557,https://www.sec.gov/Archives/edgar/data/1029125/0001437749-25-001557.txt
8-K,"Paramount Group, Inc.",PGRE,1605607,2025-01-22,0000950170-25-007784,https://www.sec.gov/Archives/edgar/data/1605607/0000950170-25-007784.txt
8-K,"PayPal Holdings, Inc.",PYPL,1633917,2025-01-22,0001193125-25-010401,https://www.sec.gov/Archives/edgar/data/1633917/0001193125-25-010401.txt
8-K,Plum Acquisition Corp. III,PLMWF,1845550,2025-01-22,0001213900-25-005553,https://www.sec.gov/Archives/edgar/data/1845550/0001213900-25-005553.txt
8-K,"Princeton Bancorp, Inc.",BPRN,1913971,2025-01-22,0001193125-25-010348,https://www.sec.gov/Archives/edgar/data/1913971/0001193125-25-010348.txt
8-K,QCR HOLDINGS INC,QCRH,906465,2025-01-22,0001104659-25-005236,https://www.sec.gov/Archives/edgar/data/906465/0001104659-25-005236.txt
8-K,REPUBLIC BANCORP INC /KY/,RBCAA,921557,2025-01-22,0001558370-25-000314,https://www.sec.gov/Archives/edgar/data/921557/0001558370-25-000314.txt
8-K,RLI CORP,RLI,84246,2025-01-22,0001558370-25-000315,https://www.sec.gov/Archives/edgar/data/84246/0001558370-25-000315.txt
8-K,"Real Good Food Company, Inc.",RGFC,1871149,2025-01-22,0001193125-25-010455,https://www.sec.gov/Archives/edgar/data/1871149/0001193125-25-010455.txt
8-K,"Replimune Group, Inc.",REPL,1737953,2025-01-22,0001104659-25-005291,https://www.sec.gov/Archives/edgar/data/1737953/0001104659-25-005291.txt
8-K,SANTANDER DRIVE AUTO RECEIVABLES LLC,,1383094,2025-01-22,0001193125-25-010379,https://www.sec.gov/Archives/edgar/data/1383094/0001193125-25-010379.txt
8-K,"SB FINANCIAL GROUP, INC.",SBFG,767405,2025-01-22,0001213900-25-005289,https://www.sec.gov/Archives/edgar/data/767405/0001213900-25-005289.txt
8-K,SLM Student Loan Trust 2005-5,,1330979,2025-01-22,0001140361-25-001642,https://www.sec.gov/Archives/edgar/data/1330979/0001140361-25-001642.txt
8-K,SLM Student Loan Trust 2005-7,,1331696,2025-01-22,0001140361-25-001640,https://www.sec.gov/Archives/edgar/data/1331696/0001140361-25-001640.txt
8-K,SLM Student Loan Trust 2006-5,,1358239,2025-01-22,0001140361-25-001639,https://www.sec.gov/Archives/edgar/data/1358239/0001140361-25-001639.txt
8-K,SMARTSHEET INC,,1366561,2025-01-22,0001628280-25-002101,https://www.sec.gov/Archives/edgar/data/1366561/0001628280-25-002101.txt
8-K,SUBURBAN PROPANE PARTNERS LP,SPH,1005210,2025-01-22,0000950170-25-007777,https://www.sec.gov/Archives/edgar/data/1005210/0000950170-25-007777.txt
8-K,Safe & Green Development Corp,SGD,1959023,2025-01-22,0001213900-25-005547,https://www.sec.gov/Archives/edgar/data/1959023/0001213900-25-005547.txt
8-K,"Safety Shot, Inc.",SHOTW,1760903,2025-01-22,0001493152-25-003257,https://www.sec.gov/Archives/edgar/data/1760903/0001493152-25-003257.txt
8-K,Sanara MedTech Inc.,SMTI,714256,2025-01-22,0001493152-25-003234,https://www.sec.gov/Archives/edgar/data/714256/0001493152-25-003234.txt
8-K,Sanara MedTech Inc.,SMTI,714256,2025-01-22,0001493152-25-003236,https://www.sec.gov/Archives/edgar/data/714256/0001493152-25-003236.txt
8-K,Santander Drive Auto Receivables Trust 2025-1,,2049903,2025-01-22,0001193125-25-010379,https://www.sec.gov/Archives/edgar/data/2049903/0001193125-25-010379.txt
8-K,Scilex Holding Co,SCLXW,1820190,2025-01-22,0001193125-25-009911,https://www.sec.gov/Archives/edgar/data/1820190/0001193125-25-009911.txt
8-K,SecureWorks Corp,,1468666,2025-01-22,0000950142-25-000165,https://www.sec.gov/Archives/edgar/data/1468666/0000950142-25-000165.txt
8-K,Sharps Technology Inc.,STSSW,1737995,2025-01-22,0001493152-25-003111,https://www.sec.gov/Archives/edgar/data/1737995/0001493152-25-003111.txt
8-K,"Solo Brands, Inc.",DTC,1870600,2025-01-22,0001870600-25-000002,https://www.sec.gov/Archives/edgar/data/1870600/0001870600-25-000002.txt
8-K,"Southern States Bancshares, Inc.",SSBK,1689731,2025-01-22,0001628280-25-002117,https://www.sec.gov/Archives/edgar/data/1689731/0001628280-25-002117.txt
8-K,"SpringBig Holdings, Inc.",SBIGW,1801602,2025-01-22,0001213900-25-005587,https://www.sec.gov/Archives/edgar/data/1801602/0001213900-25-005587.txt
8-K,"Stock Yards Bancorp, Inc.",SYBT,835324,2025-01-22,0001171843-25-000359,https://www.sec.gov/Archives/edgar/data/835324/0001171843-25-000359.txt
8-K,"Stran & Company, Inc.",SWAGW,1872525,2025-01-22,0001213900-25-005514,https://www.sec.gov/Archives/edgar/data/1872525/0001213900-25-005514.txt
8-K,"Sunstone Hotel Investors, Inc.",SHO-PI,1295810,2025-01-22,0001558370-25-000301,https://www.sec.gov/Archives/edgar/data/1295810/0001558370-25-000301.txt
8-K,TE Connectivity plc,TEL,1385157,2025-01-22,0001558370-25-000299,https://www.sec.gov/Archives/edgar/data/1385157/0001558370-25-000299.txt
8-K,TELEDYNE TECHNOLOGIES INC,TDY,1094285,2025-01-22,0001094285-25-000003,https://www.sec.gov/Archives/edgar/data/1094285/0001094285-25-000003.txt
8-K,TELEDYNE TECHNOLOGIES INC,TDY,1094285,2025-01-22,0001094285-25-000005,https://www.sec.gov/Archives/edgar/data/1094285/0001094285-25-000005.txt
8-K,TEXTRON INC,TXT,217346,2025-01-22,0000217346-25-000014,https://www.sec.gov/Archives/edgar/data/217346/0000217346-25-000014.txt
8-K,TITAN INTERNATIONAL INC,TWI,899751,2025-01-22,0000899751-25-000003,https://www.sec.gov/Archives/edgar/data/899751/0000899751-25-000003.txt
8-K,"TRAVELERS COMPANIES, INC.",TRV,86312,2025-01-22,0000086312-25-000004,https://www.sec.gov/Archives/edgar/data/86312/0000086312-25-000004.txt
8-K,TRENDMAKER INC. LTD.,,1613685,2025-01-22,0001493152-25-003123,https://www.sec.gov/Archives/edgar/data/1613685/0001493152-25-003123.txt
8-K,TXNM ENERGY INC,TXNM,1108426,2025-01-22,0001108426-25-000002,https://www.sec.gov/Archives/edgar/data/1108426/0001108426-25-000002.txt
8-K,"Texas Community Bancshares, Inc.",TCBS,1849466,2025-01-22,0000943374-25-000013,https://www.sec.gov/Archives/edgar/data/1849466/0000943374-25-000013.txt
8-K,"Third Coast Bancshares, Inc.",TCBX,1781730,2025-01-22,0000950170-25-007782,https://www.sec.gov/Archives/edgar/data/1781730/0000950170-25-007782.txt
8-K,TransMontaigne Partners LLC,,1319229,2025-01-22,0001104659-25-005242,https://www.sec.gov/Archives/edgar/data/1319229/0001104659-25-005242.txt
8-K,"Triumph Financial, Inc.",TFINP,1539638,2025-01-22,0001628280-25-002174,https://www.sec.gov/Archives/edgar/data/1539638/0001628280-25-002174.txt
8-K,UNITED COMMUNITY BANKS INC,UCB-PI,857855,2025-01-22,0001104659-25-005067,https://www.sec.gov/Archives/edgar/data/857855/0001104659-25-005067.txt
8-K,UNITED NATURAL FOODS INC,UNFI,1020859,2025-01-22,0001020859-25-000004,https://www.sec.gov/Archives/edgar/data/1020859/0001020859-25-000004.txt
8-K,UNITED STATES ANTIMONY CORP,UAMY,101538,2025-01-22,0001654954-25-000641,https://www.sec.gov/Archives/edgar/data/101538/0001654954-25-000641.txt
8-K,VIASAT INC,VSAT,797721,2025-01-22,0001193125-25-009956,https://www.sec.gov/Archives/edgar/data/797721/0001193125-25-009956.txt
8-K,VINCE HOLDING CORP.,VNCE,1579157,2025-01-22,0000950170-25-007775,https://www.sec.gov/Archives/edgar/data/1579157/0000950170-25-007775.txt
8-K,"Velocity Financial, Inc.",VEL,1692376,2025-01-22,0000950170-25-007452,https://www.sec.gov/Archives/edgar/data/1692376/0000950170-25-007452.txt
8-K,Verizon ABS II LLC,,1836995,2025-01-22,0000929638-25-000228,https://www.sec.gov/Archives/edgar/data/1836995/0000929638-25-000228.txt
8-K,Verizon ABS II LLC,,1836995,2025-01-22,0000929638-25-000229,https://www.sec.gov/Archives/edgar/data/1836995/0000929638-25-000229.txt
8-K,Verizon Master Trust,,1844964,2025-01-22,0000929638-25-000228,https://www.sec.gov/Archives/edgar/data/1844964/0000929638-25-000228.txt
8-K,Verizon Master Trust,,1844964,2025-01-22,0000929638-25-000229,https://www.sec.gov/Archives/edgar/data/1844964/0000929638-25-000229.txt
8-K,Vertex Energy Inc.,,890447,2025-01-22,0001999371-25-000518,https://www.sec.gov/Archives/edgar/data/890447/0001999371-25-000518.txt
8-K,WESBANCO INC,WSBCP,203596,2025-01-22,0000950170-25-007790,https://www.sec.gov/Archives/edgar/data/203596/0000950170-25-007790.txt
8-K,"Wheeler Real Estate Investment Trust, Inc.",WHLRL,1527541,2025-01-22,0001527541-25-000024,https://www.sec.gov/Archives/edgar/data/1527541/0001527541-25-000024.txt
8-K,"WhiteHorse Finance, Inc.",WHFCL,1552198,2025-01-22,0001558370-25-000319,https://www.sec.gov/Archives/edgar/data/1552198/0001558370-25-000319.txt
8-K,Worksport Ltd,WKSP,1096275,2025-01-22,0001493152-25-003149,https://www.sec.gov/Archives/edgar/data/1096275/0001493152-25-003149.txt
8-K/A,"DYNARESOURCE, INC.",DYNR,1111741,2025-01-22,0000950170-25-007644,https://www.sec.gov/Archives/edgar/data/1111741/0000950170-25-007644.txt
8-K/A,"Fortinet, Inc.",FTNT,1262039,2025-01-22,0001262039-25-000003,https://www.sec.gov/Archives/edgar/data/1262039/0001262039-25-000003.txt
8-K/A,JBT Marel Corp,JBTM,1433660,2025-01-22,0001193125-25-010501,https://www.sec.gov/Archives/edgar/data/1433660/0001193125-25-010501.txt
8-K/A,JOHNSON & JOHNSON,JNJ,200406,2025-01-22,0000200406-25-000007,https://www.sec.gov/Archives/edgar/data/200406/0000200406-25-000007.txt
8-K/A,LEVI STRAUSS & CO,LEVI,94845,2025-01-22,0001839882-25-003261,https://www.sec.gov/Archives/edgar/data/94845/0001839882-25-003261.txt
8-K,1606 CORP.,CBDW,1877461,2025-01-21,0001477932-25-000360,https://www.sec.gov/Archives/edgar/data/1877461/0001477932-25-000360.txt
8-K,3M CO,MMM,66740,2025-01-21,0000066740-25-000002,https://www.sec.gov/Archives/edgar/data/66740/0000066740-25-000002.txt
8-K,"5E Advanced Materials, Inc.",FEAV,1888654,2025-01-21,0000950170-25-007292,https://www.sec.gov/Archives/edgar/data/1888654/0000950170-25-007292.txt
8-K,ACCURAY INC,ARAY,1138723,2025-01-21,0000950170-25-007015,https://www.sec.gov/Archives/edgar/data/1138723/0000950170-25-007015.txt
8-K,AFS SENSUB CORP.,,1347185,2025-01-21,0001193125-25-009416,https://www.sec.gov/Archives/edgar/data/1347185/0001193125-25-009416.txt
8-K,AGILYSYS INC,AGYS,78749,2025-01-21,0000950170-25-007218,https://www.sec.gov/Archives/edgar/data/78749/0000950170-25-007218.txt
8-K,AIR LEASE CORP,AL,1487712,2025-01-21,0001628280-25-002049,https://www.sec.gov/Archives/edgar/data/1487712/0001628280-25-002049.txt
8-K,AMCON DISTRIBUTING CO,DIT,928465,2025-01-21,0001104659-25-004718,https://www.sec.gov/Archives/edgar/data/928465/0001104659-25-004718.txt
8-K,AMERICAN STATES WATER CO,AWR,1056903,2025-01-21,0001628280-25-001952,https://www.sec.gov/Archives/edgar/data/1056903/0001628280-25-001952.txt
8-K,AMERICAN STATES WATER CO,AWR,1056903,2025-01-21,0001628280-25-001953,https://www.sec.gov/Archives/edgar/data/1056903/0001628280-25-001953.txt
8-K,AMERISERV FINANCIAL INC /PA/,ASRV,707605,2025-01-21,0001558370-25-000285,https://www.sec.gov/Archives/edgar/data/707605/0001558370-25-000285.txt
8-K,"AMMO, INC.",POWWP,1015383,2025-01-21,0001493152-25-002903,https://www.sec.gov/Archives/edgar/data/1015383/0001493152-25-002903.txt
8-K,ARES STRATEGIC INCOME FUND,,1918712,2025-01-21,0001104659-25-004883,https://www.sec.gov/Archives/edgar/data/1918712/0001104659-25-004883.txt
8-K,ATIF Holdings Ltd,ZBAI,1755058,2025-01-21,0001213900-25-005005,https://www.sec.gov/Archives/edgar/data/1755058/0001213900-25-005005.txt
8-K,"Acutus Medical, Inc.",AFIB,1522860,2025-01-21,0000950103-25-000703,https://www.sec.gov/Archives/edgar/data/1522860/0000950103-25-000703.txt
8-K,Amesite Inc.,AMST,1807166,2025-01-21,0001213900-25-005028,https://www.sec.gov/Archives/edgar/data/1807166/0001213900-25-005028.txt
8-K,"AmpliTech Group, Inc.",AMPGW,1518461,2025-01-21,0001493152-25-002942,https://www.sec.gov/Archives/edgar/data/1518461/0001493152-25-002942.txt
8-K,Aptose Biosciences Inc.,APTO,882361,2025-01-21,0001193125-25-009627,https://www.sec.gov/Archives/edgar/data/882361/0001193125-25-009627.txt
8-K,"Arcus Biosciences, Inc.",RCUS,1724521,2025-01-21,0001724521-25-000005,https://www.sec.gov/Archives/edgar/data/1724521/0001724521-25-000005.txt
8-K,Artificial Intelligence Technology Solutions Inc.,AITX,1498148,2025-01-21,0001493152-25-002886,https://www.sec.gov/Archives/edgar/data/1498148/0001493152-25-002886.txt
8-K,"Astrana Health, Inc.",ASTH,1083446,2025-01-21,0001104659-25-004739,https://www.sec.gov/Archives/edgar/data/1083446/0001104659-25-004739.txt
8-K,"Atara Biotherapeutics, Inc.",ATRA,1604464,2025-01-21,0000950170-25-006992,https://www.sec.gov/Archives/edgar/data/1604464/0000950170-25-006992.txt
8-K,Aura Fat Projects Acquisition Corp,,1901886,2025-01-21,0001829126-25-000263,https://www.sec.gov/Archives/edgar/data/1901886/0001829126-25-000263.txt
8-K,"Autodesk, Inc.",ADSK,769397,2025-01-21,0000769397-25-000006,https://www.sec.gov/Archives/edgar/data/769397/0000769397-25-000006.txt
8-K,Axalta Coating Systems Ltd.,AXTA,1616862,2025-01-21,0001616862-25-000004,https://www.sec.gov/Archives/edgar/data/1616862/0001616862-25-000004.txt
8-K,BJs RESTAURANTS INC,BJRI,1013488,2025-01-21,0001171843-25-000350,https://www.sec.gov/Archives/edgar/data/1013488/0001171843-25-000350.txt
8-K,BLACKROCK CALIFORNIA MUNICIPAL INCOME TRUST,BFZ,1137391,2025-01-21,0001193125-25-009144,https://www.sec.gov/Archives/edgar/data/1137391/0001193125-25-009144.txt
8-K,BLACKROCK CORE BOND TRUST,BHK,1160864,2025-01-21,0001193125-25-009148,https://www.sec.gov/Archives/edgar/data/1160864/0001193125-25-009148.txt
8-K,"BLACKROCK CORPORATE HIGH YIELD FUND, INC.",HYT,1222401,2025-01-21,0001193125-25-009154,https://www.sec.gov/Archives/edgar/data/1222401/0001193125-25-009154.txt
8-K,BLACKROCK CREDIT ALLOCATION INCOME TRUST,BTZ,1379384,2025-01-21,0001193125-25-009157,https://www.sec.gov/Archives/edgar/data/1379384/0001193125-25-009157.txt
8-K,"BLACKROCK DEBT STRATEGIES FUND, INC.",DSU,1051003,2025-01-21,0001193125-25-009163,https://www.sec.gov/Archives/edgar/data/1051003/0001193125-25-009163.txt
8-K,"BLACKROCK FLOATING RATE INCOME STRATEGIES FUND, INC.",FRA,1259708,2025-01-21,0001193125-25-009196,https://www.sec.gov/Archives/edgar/data/1259708/0001193125-25-009196.txt
8-K,BLACKROCK FLOATING RATE INCOME TRUST,BGT,1287480,2025-01-21,0001193125-25-009184,https://www.sec.gov/Archives/edgar/data/1287480/0001193125-25-009184.txt
8-K,"BLACKROCK INCOME TRUST, INC.",BKT,832327,2025-01-21,0001193125-25-009188,https://www.sec.gov/Archives/edgar/data/832327/0001193125-25-009188.txt
8-K,"BLACKROCK INVESTMENT QUALITY MUNICIPAL TRUST, INC.",BKN,894242,2025-01-21,0001193125-25-009219,https://www.sec.gov/Archives/edgar/data/894242/0001193125-25-009219.txt
8-K,BLACKROCK Ltd DURATION INCOME TRUST,BLW,1233681,2025-01-21,0001193125-25-009195,https://www.sec.gov/Archives/edgar/data/1233681/0001193125-25-009195.txt
8-K,"BLACKROCK MUNIASSETS FUND, INC.",MUA,901243,2025-01-21,0001193125-25-009153,https://www.sec.gov/Archives/edgar/data/901243/0001193125-25-009153.txt
8-K,"BLACKROCK MUNICIPAL INCOME FUND, INC.",MUI,1232860,2025-01-21,0001193125-25-009174,https://www.sec.gov/Archives/edgar/data/1232860/0001193125-25-009174.txt
8-K,BLACKROCK MUNICIPAL INCOME QUALITY TRUST,BYM,1181187,2025-01-21,0001193125-25-009164,https://www.sec.gov/Archives/edgar/data/1181187/0001193125-25-009164.txt
8-K,BLACKROCK MUNICIPAL INCOME TRUST,BFK,1137393,2025-01-21,0001193125-25-009172,https://www.sec.gov/Archives/edgar/data/1137393/0001193125-25-009172.txt
8-K,BLACKROCK MUNICIPAL INCOME TRUST II,BLE,1176194,2025-01-21,0001193125-25-009177,https://www.sec.gov/Archives/edgar/data/1176194/0001193125-25-009177.txt
8-K,"BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND, INC.",MUC,1051004,2025-01-21,0001193125-25-009182,https://www.sec.gov/Archives/edgar/data/1051004/0001193125-25-009182.txt
8-K,"BLACKROCK MUNIHOLDINGS FUND, INC.",MHD,1034665,2025-01-21,0001193125-25-009185,https://www.sec.gov/Archives/edgar/data/1034665/0001193125-25-009185.txt
8-K,"BLACKROCK MUNIHOLDINGS NEW JERSEY QUALITY FUND, INC.",MUJ,1053988,2025-01-21,0001193125-25-009187,https://www.sec.gov/Archives/edgar/data/1053988/0001193125-25-009187.txt
8-K,"BLACKROCK MUNIHOLDINGS NEW YORK QUALITY FUND, INC.",MHN,1038186,2025-01-21,0001193125-25-009189,https://www.sec.gov/Archives/edgar/data/1038186/0001193125-25-009189.txt
8-K,"BLACKROCK MUNIHOLDINGS QUALITY FUND II, INC.",MUE,1071899,2025-01-21,0001193125-25-009190,https://www.sec.gov/Archives/edgar/data/1071899/0001193125-25-009190.txt
8-K,"BLACKROCK MUNIVEST FUND II, INC.",MVT,897269,2025-01-21,0001193125-25-009135,https://www.sec.gov/Archives/edgar/data/897269/0001193125-25-009135.txt
8-K,"BLACKROCK MUNIVEST FUND, INC.",MVF,835948,2025-01-21,0001193125-25-009176,https://www.sec.gov/Archives/edgar/data/835948/0001193125-25-009176.txt
8-K,"BLACKROCK MUNIYIELD FUND, INC.",MYD,879361,2025-01-21,0001193125-25-009137,https://www.sec.gov/Archives/edgar/data/879361/0001193125-25-009137.txt
8-K,"BLACKROCK MUNIYIELD MICHIGAN QUALITY FUND, INC.",MIY,890393,2025-01-21,0001193125-25-009141,https://www.sec.gov/Archives/edgar/data/890393/0001193125-25-009141.txt
8-K,"BLACKROCK MUNIYIELD NEW YORK QUALITY FUND, INC.",MYN,882150,2025-01-21,0001193125-25-009142,https://www.sec.gov/Archives/edgar/data/882150/0001193125-25-009142.txt
8-K,BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND,MPA,891038,2025-01-21,0001193125-25-009146,https://www.sec.gov/Archives/edgar/data/891038/0001193125-25-009146.txt
8-K,"BLACKROCK MUNIYIELD QUALITY FUND II, INC.",MQT,887394,2025-01-21,0001193125-25-009149,https://www.sec.gov/Archives/edgar/data/887394/0001193125-25-009149.txt
8-K,"BLACKROCK MUNIYIELD QUALITY FUND III, INC.",MYI,883412,2025-01-21,0001193125-25-009150,https://www.sec.gov/Archives/edgar/data/883412/0001193125-25-009150.txt
8-K,"BLACKROCK MUNIYIELD QUALITY FUND, INC.",MQY,890196,2025-01-21,0001193125-25-009152,https://www.sec.gov/Archives/edgar/data/890196/0001193125-25-009152.txt
8-K,BLACKROCK NEW YORK MUNICIPAL INCOME TRUST,BNY,1137390,2025-01-21,0001193125-25-009155,https://www.sec.gov/Archives/edgar/data/1137390/0001193125-25-009155.txt
8-K,BLACKROCK VIRGINIA MUNICIPAL BOND TRUST,BHV,1169034,2025-01-21,0001193125-25-009156,https://www.sec.gov/Archives/edgar/data/1169034/0001193125-25-009156.txt
8-K,"BLUM HOLDINGS, INC.",BLMH,1996210,2025-01-21,0001437749-25-001491,https://www.sec.gov/Archives/edgar/data/1996210/0001437749-25-001491.txt
8-K,BLUSKY AI INC.,IMII,1416090,2025-01-21,0001096906-25-000086,https://www.sec.gov/Archives/edgar/data/1416090/0001096906-25-000086.txt
8-K,BODY & MIND INC.,BMMJ,1715611,2025-01-21,0001640334-25-000098,https://www.sec.gov/Archives/edgar/data/1715611/0001640334-25-000098.txt
8-K,BOXABL Inc.,,1816937,2025-01-21,0001493152-25-002896,https://www.sec.gov/Archives/edgar/data/1816937/0001493152-25-002896.txt
8-K,BRAINSTORM CELL THERAPEUTICS INC.,BCLI,1137883,2025-01-21,0001104659-25-004953,https://www.sec.gov/Archives/edgar/data/1137883/0001104659-25-004953.txt
8-K,"BYLINE BANCORP, INC.",BY,1702750,2025-01-21,0000950170-25-006995,https://www.sec.gov/Archives/edgar/data/1702750/0000950170-25-006995.txt
8-K,Bank First Corp,BFC,1746109,2025-01-21,0001104659-25-004878,https://www.sec.gov/Archives/edgar/data/1746109/0001104659-25-004878.txt
8-K,Bitcoin Depot Inc.,BTMWW,1901799,2025-01-21,0000950170-25-007010,https://www.sec.gov/Archives/edgar/data/1901799/0000950170-25-007010.txt
8-K,BlackRock 2037 Municipal Target Term Trust,BMN,1832871,2025-01-21,0001193125-25-009140,https://www.sec.gov/Archives/edgar/data/1832871/0001193125-25-009140.txt
8-K,BlackRock Capital Allocation Term Trust,BCAT,1809541,2025-01-21,0001193125-25-009161,https://www.sec.gov/Archives/edgar/data/1809541/0001193125-25-009161.txt
8-K,BlackRock Energy & Resources Trust,BGR,1306550,2025-01-21,0001193125-25-009158,https://www.sec.gov/Archives/edgar/data/1306550/0001193125-25-009158.txt
8-K,BlackRock Enhanced Equity Dividend Trust,BDJ,1332283,2025-01-21,0001193125-25-009165,https://www.sec.gov/Archives/edgar/data/1332283/0001193125-25-009165.txt
8-K,BlackRock Enhanced Global Dividend Trust,BOE,1320375,2025-01-21,0001193125-25-009169,https://www.sec.gov/Archives/edgar/data/1320375/0001193125-25-009169.txt
8-K,"BlackRock Enhanced Government Fund, Inc.",EGF,1336050,2025-01-21,0001193125-25-009170,https://www.sec.gov/Archives/edgar/data/1336050/0001193125-25-009170.txt
8-K,BlackRock Enhanced International Dividend Trust,BGY,1393299,2025-01-21,0001193125-25-009171,https://www.sec.gov/Archives/edgar/data/1393299/0001193125-25-009171.txt
