Symbol,Currency,Name,IB Contract ID,ISIN,Rebate Rate,Fee Rate,Available Shares
MPTT,USD,MPTV INC-NEW,47474739.0,XXXXXXX44091,4.08,0.25,400000.0
MPU,USD,MEGA MATRIX INC,733730049.0,KYG6005C1087,3.7088,0.6212,100000.0
MPV,USD,BARINGS PARTICIPATION INVEST,247294989.0,XXXXXXXA1034,-19.9803,24.3103,20000.0
MPVDF,USD,MOUNTAIN PROVINCE DIAMONDS,30214036.0,CA62426E4022,-0.1938,4.5238,150000.0
MPW,USD,MEDICAL PROPERTIES TRUST INC,35111040.0,XXXXXXXJ3041,0.2415,4.0885,400000.0
MPWR,USD,MONOLITHIC POWER SYSTEMS INC,32106121.0,XXXXXXX91054,4.0729,0.2571,1400000.0
MPX,USD,MARINE PRODUCTS CORP,14486711.0,XXXXXXX71084,3.9831,0.3469,200000.0
MPXOF,USD,MPX INTERNATIONAL CORP,355718911.0,CA55344L1022,4.08,0.25,750000.0
MQ,USD,MARQETA INC-A,495763817.0,XXXXXXXB1044,1.7714,2.5586,
MQBKY,USD,MACQUARIE GROUP LTD-ADR,140392728.0,XXXXXXXP2048,-8.7559,13.0859,10000.0
MQQQ,USD,TRADR 2X LONG TRI Q MON ETF,726418835.0,XXXXXXXX3391,-17.5446,21.8746,100.0
MQT,USD,BLACKROCK MUNIYIELD QLTY II,41122118.0,XXXXXXXG1085,3.8732,0.4568,400000.0
MQY,USD,BLACKROCK MUNIYIELD QUALITY,41122110.0,XXXXXXXF1003,-2.4537,6.7837,200000.0
MRAAY,USD,MURATA MANUFACTUR-UNSPON ADR,75220659.0,XXXXXXX51025,-0.8176,5.1476,150000.0
MRAI,USD,MARPAI INC-CLASS A ,639599565.0,XXXXXXX42083,-42.4448,46.7748,350000.0
MRAM,USD,EVERSPIN TECHNOLOGIES INC,251176725.0,XXXXXXXT1043,4.0704,0.2596,200000.0
MRBK,USD,MERIDIAN CORP,295297470.0,XXXXXXXP1049,4.0778,0.2522,95000.0
MRC,USD,MRC GLOBAL INC,105719985.0,XXXXXXXK1034,3.8048,0.5252,3500000.0
MRCC,USD,MONROE CAPITAL CORP,116379898.0,XXXXXXX51010,3.863,0.467,250000.0
MRCR,USD,MORO CORPORATION,30214046.0,XXXXXXX71049,4.0611,0.2689,8000.0
MRCY,USD,MERCURY SYSTEMS INC,4815101.0,XXXXXXX81089,4.08,0.25,1400000.0
MREO,USD,MEREO BIOPHARMA GROUP PL-ADR,362159430.0,XXXXXXX21072,3.9631,0.3669,3400000.0
MREO.OLD1,USD,MIRENCO INC,51599101.0,XXXXXXX71023,4.08,0.25,30000.0
MRES,USD,INSTITUTE OF BIOMEDICAL RESE,149955104.0,XXXXXXXA1079,-1.4598,5.7898,2600000.0
MRGN,USD,MERGENCE CORPORATION,30214070.0,XXXXXXXR1086,4.08,0.25,1000.0
MRGO,USD,MARGO CARIBE INC,4815110.0,PR5666051015,4.08,0.25,1000.0
MRGR,USD,PROSHARES MERGER ETF,118806465.0,XXXXXXXA5662,-0.8331,5.1631,1000.0
MRIB,USD,MARANI BRANDS INC,49973490.0,XXXXXXXN1063,4.08,0.25,
MRIN,USD,MARIN SOFTWARE INC,696511312.0,XXXXXXXT3041,3.7794,0.5506,100000.0
MRK,USD,MERCK &amp; CO INC,70101545.0,XXXXXXXY1055,3.9219,0.4081,
MRKL,USD,MARKLAND TECHNOLOGIES INC,30214073.0,XXXXXXX82039,4.08,0.25,1000000.0
MRKR,USD,MARKER THERAPEUTICS INC,610948477.0,XXXXXXXL2060,1.8424,2.4876,450000.0
MRM,USD,MEDIROM HEALTHCARE TECHNOLOG,462781819.0,XXXXXXXH1032,-136.8449,141.1749,45000.0
MRMD,USD,MARIMED INC,275578083.0,XXXXXXXV1070,-6.1363,10.4663,
MRNA,USD,MODERNA INC,344809106.0,XXXXXXXK1079,4.0552,0.2748,4900000.0
MRNJ,USD,METATRON INC,264481280.0,XXXXXXXK1016,4.08,0.25,
MRNO,USD,MURANO GLOBAL INVESTMENTS PL,692396129.0,JE00BQ7X4L23,-901.138,905.468,600.0
MRNS,USD,MARINUS PHARMACEUTICALS INC,446847017.0,XXXXXXXQ2003,2.9973,1.3327,2100000.0
MRNY,USD,YLDMX MRNA OPT INC STRTG ETF,661253502.0,XXXXXXXT4691,-9.4898,13.8198,1400000.0
MRP WI,USD,MILLROSE PROPERTIES-CL A W-I,755606536.0,XXXXXXX71027,-49.9337,54.2637,300.0
MRPI,USD,MERA PHARMACEUTICALS INC,30214084.0,XXXXXXXR1032,4.08,0.25,1600000.0
MRPLY,USD,MR PRICE GROUP LTD-SPON ADR,109979713.0,XXXXXXXL2079,-9.6168,13.9468,100.0
MRPS,USD,MICROPHONICS INC,75218925.0,XXXXXXXP1003,4.08,0.25,15000.0
MRPT,USD,MACREPORT.NET INC-THE,30214091.0,XXXXXXXU1043,4.08,0.25,100000.0
MRRTY,USD,MARFRIG GLOBAL FOOD-SPON ADR,78615749.0,XXXXXXXT1051,-0.4948,4.8248,150000.0
MRSK,USD,TOEWS AGILITY SHARES MANAGED,408520406.0,XXXXXXXJ7202,-90.0737,94.4037,5000.0
MRSN,USD,MERSANA THERAPEUTICS INC,280803808.0,XXXXXXXL1061,3.7696,0.5604,7100000.0
MRT,USD,MARTI TECHNOLOGIES INC,641661409.0,XXXXXXX41039,-36.3689,40.6989,700000.0
MRTI,USD,MAXUS REALTY TRUST INC,14487968.0,XXXXXXXB1098,4.0611,0.2689,1000.0
MRTN,USD,MARTEN TRANSPORT LTD,272052.0,XXXXXXX51089,3.5216,0.8084,2600000.0
MRUS,USD,MERUS NV,233776248.0,NL0011606264,3.9217,0.4083,500000.0
MRVI,USD,MARAVAI LIFESCIENCES HLDGS-A,456473636.0,XXXXXXXD1072,3.9321,0.3979,8300000.0
MRVL,USD,MARVELL TECHNOLOGY INC,483492393.0,XXXXXXX41041,3.9219,0.4081,
MRVSY,USD,MINERVA SA-SPON ADR,86622416.0,XXXXXXXR1014,-7.2606,11.5906,60000.0
MRX,USD,MAREX GROUP PLC,699378300.0,GB00BMT7GT62,3.9189,0.4111,1100000.0
MRZLF,USD,MIRASOL RESOURCES LTD,35036679.0,CA6046801081,-8.3389,12.6689,30000.0
MRZM,USD,MARIZYME INC,327653749.0,XXXXXXX21028,4.08,0.25,55000.0
MS,USD,MORGAN STANLEY,2841574.0,XXXXXXX64486,3.9401,0.3899,
MS PRA,USD,MORGAN STANLEY DEP SHARES SER A - NON-CUM,40094994.0,XXXXXXXS5047,0.0617,4.2683,60000.0
MS PRE,USD,MORGAN STANLEY DEP SHS REP 1-1000TH,135745707.0,XXXXXXXV2007,-6.0964,10.4264,250000.0
MS PRF,USD,MORGAN STANLEY,139808284.0,XXXXXXXE2072,1.5869,2.7431,200000.0
MS PRI,USD,MORGAN STANLEY,167968816.0,XXXXXXXJ4067,1.0816,3.2484,450000.0
MS PRK,USD,MORGAN STANLEY,264212473.0,XXXXXXXV6065,2.8734,1.4566,100000.0
MS PRL,USD,MORGAN STANLEY,393219689.0,XXXXXXXV8046,-9.4824,13.8124,80000.0
MS PRO,USD,MORGAN STANLEY,522586439.0,XXXXXXXV8616,2.6174,1.7126,400000.0
MS PRP,USD,MORGAN STANLEY,576721164.0,XXXXXXXV8533,2.6815,1.6485,100000.0
MS PRQ,USD,MORGAN STANLEY DEP SHS REPSTG 1-100,718001445.0,XXXXXXXV8384,2.2592,2.0708,100000.0
MSA,USD,MSA SAFETY INC,145946660.0,XXXXXXX81064,3.9219,0.4081,1000000.0
MSADY,USD,MS&amp;AD INSURANCE-UNSPONS ADR,73953267.0,XXXXXXX11012,-5.1581,9.4881,85000.0
MSAH,USD,MAN SHING AGRICULTURAL HOLD,68337521.0,XXXXXXXJ1007,4.08,0.25,35000.0
MSAI,USD,MULTISENSOR AI HOLDINGS INC,673648444.0,XXXXXXX81082,-38.6177,42.9477,100000.0
MSB,USD,MESABI TRUST,9852.0,XXXXXXX21015,3.4298,0.9002,200000.0
MSBB,USD,MERCER BANCORP INC,644701820.0,XXXXXXXN1019,-2.4341,6.7641,20000.0
MSBC,USD,MISSION BANCORP-BAKERSFIELD,30214096.0,XXXXXXX51066,-0.4948,4.8248,900.0
MSBI,USD,MIDLAND STATES BANCORP INC,234662854.0,XXXXXXX21057,3.889,0.441,450000.0
MSBIP,USD,MIDL.STS BANC.INC ILL DEP.SHS REPST,581259222.0,XXXXXXX23038,-24.4565,28.7865,150000.0
MSBN,USD,MESSABEN CORP,78046187.0,XXXXXXXW1080,4.08,0.25,6000.0
MSC,USD,STUDIO CITY INTERNATIONA-ADR,337611946.0,XXXXXXXT1060,-43.4169,47.7469,70000.0
MSCH,USD,MAINSTREETCHAMBER HOLDINGS I,172526828.0,XXXXXXX51026,4.08,0.25,1000.0
MSCI,USD,MSCI INC,47101335.0,XXXXXXXG1004,3.9219,0.4081,2000000.0
MSCLF,USD,SATELLOS BIOSCIENCE INC,508656730.0,CA80401L3083,-25.5344,29.8644,250000.0
MSD,USD,MORGAN STANLEY EMRG MKT DEBT,9862.0,XXXXXXXH1059,-0.7386,5.0686,45000.0
MSDL,USD,MORGAN STANLEY DIRECT LENDIN,679113364.0,XXXXXXXA1034,-32.8534,37.1834,1000000.0
MSEX,USD,MIDDLESEX WATER CO,272088.0,XXXXXXX01087,3.9344,0.3956,650000.0
MSEZ,USD,MEDIA SENTIMENT INC,116806418.0,XXXXXXXA2042,4.08,0.25,15000.0
MSFD,USD,DIREXION DAILY MSFT BEAR 1X,583996499.0,XXXXXXXA4031,-19.7579,24.0879,25000.0
MSFL,USD,GRANITESHARES 2X LONG MSFT,691439810.0,XXXXXXXR7364,-3.6627,7.9927,30000.0
MSFO,USD,YIELDMAX MSFT OPTION IS ETF,650768742.0,XXXXXXXT4287,3.1414,1.1886,20000.0
MSFT,USD,MICROSOFT CORP,272093.0,XXXXXXX81045,4.0193,0.3107,
MSFU,USD,DIREXION DAILY MSFT BULL 2X,583996502.0,XXXXXXXA8669,-0.4247,4.7547,10000.0
MSFY,USD,KURV YLD PREM STR MSFT ETF,742759296.0,XXXXXXX87084,-19.4833,23.8133,3000.0
MSGE,USD,MADISON SQUARE GARDEN ENTERT,624996076.0,XXXXXXX61032,4.08,0.25,1900000.0
MSGI,USD,MSGI SECURITY SOLUTIONS INC,4815150.0,XXXXXXX01024,4.08,0.25,1600000.0
MSGM,USD,MOTORSPORT GAMES INC-A,596740384.0,XXXXXXXB2016,-19.3165,23.6465,95000.0
MSGP,USD,MEDSMART GROUP INC,456685272.0,XXXXXXX51051,4.08,0.25,800.0
MSGS,USD,MADISON SQUARE GARDEN SPORTS,206591285.0,XXXXXXXT1034,3.9219,0.4081,450000.0
MSHE,USD,MSH ENTERTAINMENT CORP,43645885.0,XXXXXXX41046,4.08,0.25,3200000.0
MSI,USD,MOTOROLA SOLUTIONS INC,81581011.0,XXXXXXX63075,3.9219,0.4081,4000000.0
MSIF,USD,MSC INCOME FUND INC,758089699.0,XXXXXXXX2080,-55.4329,59.7629,100000.0
MSITF,USD,MEDICAL SERVICES INTERNATIONAL INC,42334125.0,CA58463C1014,4.08,0.25,6500000.0
MSIU,USD,MEDICAL SUPPLY INTERNATIONAL,340240385.0,XXXXXXXA1043,4.08,0.25,10000.0
MSLC,USD,MS LARGE CAP EQUITY ETF,746706710.0,XXXXXXXL8587,-1.7127,6.0427,40000.0
MSLOY,USD,MITSUI OSK LINES LTD-UNS ADR,290472277.0,XXXXXXXL2088,-10.7653,15.0953,15000.0
MSLPQ,USD,MUSCLE PHARM CORP,117805856.0,XXXXXXX52012,4.08,0.25,150000.0
MSLVF,USD,FIRST ANDES SILVER LTD,698451742.0,CA31866G1028,-1.7846,6.1146,10000.0
MSM,USD,MSC INDUSTRIAL DIRECT CO-A,2008216.0,XXXXXXX01064,4.0797,0.2503,850000.0
MSMGF,USD,GRID METALS CORP,320591552.0,CA39814L1076,0.1372,4.1928,60000.0
MSMY,USD,MC ENDEAVORS INC,80897552.0,XXXXXXX11089,4.08,0.25,5600000.0
MSN,USD,EMERSON RADIO CORP,755723.0,XXXXXXX72033,-12.2844,16.6144,150000.0
MSNVF,USD,MISSION READY SOLUTIONS INC,482858935.0,CA60511F1027,4.08,0.25,10000.0
MSOS,USD,ADVISORSHARES PURE US CANN,443224436.0,XXXXXXXY4531,3.9331,0.3969,7500000.0
MSOX,USD,ADVISORSHARE MSOS DLY LVR-US,743311523.0,XXXXXXXY2899,-5.6723,10.0023,75000.0
MSPC,USD,METROSPACES INC,206385501.0,XXXXXXXV3042,4.08,0.25,
MSPR,USD,MSP RECOVERY INC,742765738.0,XXXXXXX53087,-64.8141,69.1441,100000.0
MSRM,USD,MUSHROOMS INC,496600200.0,XXXXXXXM1071,4.08,0.25,100000.0
MSRM.OLD1,USD,MOBILESTREAM OIL INC,42334131.0,XXXXXXXB1017,4.08,0.25,1900000.0
MSS,USD,MAISON SOLUTIONS INC-A,657138519.0,XXXXXXX71072,-13.1769,17.5069,60000.0
MSSA,USD,METAL SKY STAR ACQUISITION C,564701608.0,KYG6053N1051,-77.0834,81.4134,200.0
MSSAU,USD,METAL SKY STAR ACQUISITION C,554208346.0,KYG6053N1390,3.11,1.22,100.0
MSSM,USD,MS SMALL-MID CAP EQUITY ETF,746706713.0,XXXXXXXL8413,0.8583,3.4717,25000.0
MSSMY,USD,MISUMI GROUP INC-UNSP ADR,281746756.0,XXXXXXXK1016,-1.9833,6.3133,200.0
MSTB,USD,LHA MARKET STATE TACTICAL,447947929.0,XXXXXXXB1052,3.4376,0.8924,150000.0
MSTF,USD,MONARCH STAFFING INC,38608180.0,XXXXXXX01042,4.08,0.25,
MSTG,USD,MUSTANG ALLIANCES INC,51088231.0,XXXXXXX71060,4.08,0.25,500000.0
MSTH,USD,MYSTIC HOLDINGS INC,575088669.0,XXXXXXX11029,4.08,0.25,1000.0
MSTO,USD,MASTERBEAT CORP,73477737.0,XXXXXXX31059,4.08,0.25,4800000.0
MSTR,USD,MICROSTRATEGY INC-CL A,272110.0,XXXXXXX24083,4.0506,0.2794,3900000.0
MSTU,USD,T-REX 2X LONG MSTR DT ETF,729217606.0,XXXXXXXN4622,-10.2472,14.5772,250000.0
MSTX,USD,DEFIANCE DLY TRG 2X LNG MSTR,717824180.0,XXXXXXXJ2539,-6.3755,10.7055,250000.0
MSTY,USD,YIELDMAX MSTR OPTION IS ETF,686144371.0,XXXXXXXT4931,2.942,1.388,65000.0
MSTZ,USD,T-REX 2X INVERSE MSTR DT ETF,747326053.0,XXXXXXXN4135,-65.5312,69.8612,70000.0
MSVB,USD,MID-SOUTHERN BANCORP INC,325546760.0,XXXXXXXQ1076,-1.7846,6.1146,200000.0
MSVE,USD,MISIPPI VY EDIBLE OIL REFINING,231268792.0,XXXXXXX11085,4.08,0.25,500000.0
MSW,USD,MING SHING GROUP HOLDINGS LT,744107488.0,KYG614401068,-70.5612,74.8912,6000.0
MSWM,USD,METASWARM INC,75217277.0,XXXXXXXW1099,4.08,0.25,2100000.0
MSWV,USD,MAIN STREET FINANCIAL SERVIC,389551117.0,XXXXXXXX1081,4.08,0.25,40000.0
MT,USD,ARCELORMITTAL-NY REGISTERED,276046464.0,XXXXXXXL2034,3.9763,0.3537,900000.0
MTA,USD,METALLA ROYALTY &amp; STREAMING,395717235.0,CA59124U6051,3.6346,0.6954,500000.0
MTAL,USD,MAC COPPER LTD,636686773.0,JE00BQBC8469,3.4293,0.9007,200000.0
MTB,USD,M &amp; T BANK CORP,2585323.0,XXXXXXXF1049,4.08,0.25,2400000.0
MTB PRH,USD,M&amp;T BANK CORPORATION,554413380.0,XXXXXXXF8721,-17.3173,21.6473,65000.0
MTB PRJ,USD,M&amp;T BANK CORPPRATION,701506662.0,XXXXXXXF8648,2.9617,1.3683,150000.0
MTBA,USD,SIMPLIFY MBS ETF,664172373.0,XXXXXXXN5251,3.8366,0.4934,250000.0
MTBLY,USD,MOATABLE INC,395889376.0,XXXXXXX23008,-9.9669,14.2969,3700000.0
MTBR,USD,METABOLIC RESEARCH INC,42907670.0,XXXXXXXV1052,4.08,0.25,50000.0
MTC,USD,MMTEC INC,748616341.0,VGG6181K1223,-13.3547,17.6847,400000.0
MTCH,USD,MATCH GROUP INC,430252818.0,XXXXXXXL1070,3.9219,0.4081,7800000.0
MTCH1,USD,MATECH CORP,54386910.0,XXXXXXXR1059,4.08,0.25,2200000.0
MTCI,USD,METROCONNECT INC,108571716.0,XXXXXXXY1038,4.08,0.25,45000.0
MTCPY,USD,MTR CORP LTD-UNSPONSORED ADR,265861927.0,XXXXXXX84095,4.08,0.25,200.0
MTD,USD,METTLER-TOLEDO INTERNATIONAL,6477908.0,XXXXXXX81054,3.9219,0.4081,700000.0
MTDR,USD,MATADOR RESOURCES CO,101694297.0,XXXXXXX52050,4.08,0.25,5200000.0
MTEI,USD,MOUNTAIN ENERGY INC,268861752.0,XXXXXXX11020,4.08,0.25,1100000.0
MTEK,USD,MARIS - TECH LTD,542224936.0,IL0011789042,-9.8587,14.1887,1000000.0
MTEM,USD,MOLECULAR TEMPLATES INC,647805811.0,XXXXXXX02085,-40.0627,44.3927,450000.0
MTEN,USD,MINGTENG INTERNATIONAL CORP,697517273.0,KYG6S85D1097,-39.572,43.902,60000.0
MTEX,USD,MANNATECH INC,100296007.0,XXXXXXX12036,-5.0956,9.4256,8000.0
MTG,USD,MGIC INVESTMENT CORP,9902.0,XXXXXXX81030,4.08,0.25,3100000.0
MTGP,USD,WISDOMTREE MTGE PLUS BOND,391415951.0,XXXXXXXY7250,-6.8646,11.1946,10000.0
MTH,USD,MERITAGE HOMES CORP,2586041.0,XXXXXXXA1025,3.9219,0.4081,1300000.0
MTHRY,USD,M3 INC - UNSP ADR,403239166.0,XXXXXXXN1063,-48.1259,52.4559,95000.0
MTIZ,USD,ACLOR INTERNATIONAL HOLDING,99975587.0,XXXXXXXR1023,4.08,0.25,10000.0
MTLFF,USD,METALLIS RESOUCES INC,330864890.0,CA59125R1064,-1.6934,6.0234,45000.0
MTLHY,USD,MITSUBISHI CHEMICAL-UNSP ADR,54740924.0,XXXXXXX31001,-3.6883,8.0183,300.0
MTLI,USD,METALINE CONTACT MINES,30214163.0,XXXXXXX01042,4.08,0.25,500.0
MTLK,USD,METALINK LTD,72945066.0,IL0010837164,4.08,0.25,10000.0
MTLNF,USD,MTL CANNABIS CORP,646246972.0,CA5539261068,4.08,0.25,3000.0
MTLS,USD,MATERIALISE NV-ADR,158060524.0,XXXXXXXT1007,1.3996,2.9304,550000.0
MTN,USD,VAIL RESORTS INC,2586162.0,XXXXXXXQ1094,4.08,0.25,400000.0
MTNB,USD,MATINAS BIOPHARMA HOLDINGS I,724669370.0,XXXXXXX03039,3.4722,0.8578,55000.0
MTNOY,USD,MTN GROUP LTD-SPONS ADR,50503394.0,XXXXXXXM1080,-14.9871,19.3171,20000.0
MTPP,USD,MOUNTAIN TOP PROPERTIES INC,429435272.0,XXXXXXX91031,4.08,0.25,650000.0
MTPR,USD,METAPOWER INTERNATIONAL INC,53634839.0,XXXXXXXE2081,4.08,0.25,950000.0
MTR,USD,MESA ROYALTY TRUST,9919.0,XXXXXXX01068,-4.2295,8.5595,10000.0
MTRAF,USD,METRO INC-CN,75884363.0,CA59162N1096,4.0288,0.3012,350000.0
MTRE,USD,MARKET &amp; RESEARCH CORP,50772256.0,XXXXXXXW1036,4.08,0.25,9000.0
MTRN,USD,MATERION CORP,84822089.0,XXXXXXX01012,3.9311,0.3989,500000.0
MTRO,USD,METRO ONE DEVELOPMENT INC,57671283.0,XXXXXXXC3097,4.08,0.25,7400000.0
MTRT,USD,METAL ARTS COMPANY INC,75219850.0,XXXXXXX21054,4.08,0.25,35000.0
MTRX,USD,MATRIX SERVICE CO,272144.0,XXXXXXX31056,4.08,0.25,600000.0
MTSFY,USD,MITSUI FUDOSAN-UNSPON ADR,54741109.0,XXXXXXXM1099,-10.5981,14.9281,45000.0
MTSI,USD,MACOM TECHNOLOGY SOLUTIONS H,104158272.0,XXXXXXXY1001,3.9219,0.4081,2500000.0
MTSR,USD,METSERA INC,758555155.0,XXXXXXXL1070,-49.9337,54.2637,35000.0
MTST,USD,METASTAT INC,209038095.0,XXXXXXXA2033,4.08,0.25,60000.0
MTSUY,USD,MITSUBISHI CORP - ADR,443363787.0,XXXXXXX94041,-25.7338,30.0638,10000.0
MTTCF,USD,STEAKHOLDER FOODS LTD,425242487.0,IL0010807209,4.08,0.25,25000.0
MTTR,USD,MATTERPORT INC,504523254.0,XXXXXXX61002,2.9865,1.3435,
MTTRF,USD,MATTR CORP,676131012.0,CA57722Y1025,3.9717,0.3583,200000.0
MTUAY,USD,MTU AERO ENGINES-UNSPON ADR,54740994.0,XXXXXXXG1022,-40.191,44.521,800.0
MTUM,USD,ISHARES MSCI USA MOMENTUM FA,125903832.0,XXXXXXXF3964,2.2003,2.1297,100000.0
MTUS,USD,METALLUS INC,155889856.0,XXXXXXX91033,4.0796,0.2504,1300000.0
MTVA,USD,METAVIA INC,673642588.0,XXXXXXXR4048,-70.8164,75.1464,800000.0
MTVO,USD,MONTAVO INC,118729212.0,XXXXXXX42008,4.08,0.25,200.0
MTVX,USD,APT MOTO VOX GROUP INC,160533088.0,XXXXXXXJ1079,4.08,0.25,
MTW,USD,MANITOWOC COMPANY INC,296448092.0,XXXXXXX14059,2.4821,1.8479,1100000.0
MTWO,USD,M2I GLOBAL INC,660166706.0,XXXXXXXT1025,-1.4598,5.7898,100000.0
MTX,USD,MINERALS TECHNOLOGIES INC,9933.0,XXXXXXX81068,3.918,0.412,850000.0
MTZ,USD,MASTEC INC,2586246.0,XXXXXXX31090,4.08,0.25,1700000.0
MU,USD,MICRON TECHNOLOGY INC,9939.0,XXXXXXX21038,4.08,0.25,
MUA,USD,BLACKROCK MUNIASSETS FUND,41122097.0,XXXXXXXJ1025,-46.7727,51.1027,100000.0
MUB,USD,ISHARES NATIONAL MUNI BOND E,46104034.0,XXXXXXX84146,-0.3511,4.6811,250000.0
MUC,USD,BLACKROCK MUNIHOLD CA QLTY,41122141.0,XXXXXXXL1070,-6.6809,11.0109,150000.0
MUD,USD,DX DAILY MU BEAR 1X SHS,734422677.0,XXXXXXXA5103,-107.6647,111.9947,4000.0
MUE,USD,BLACKROCK MUNIHOLD QLT FD II,41122107.0,XXXXXXXC1071,0.5764,3.7536,15000.0
MUEL,USD,MUELLER (PAUL) CO,272172.0,XXXXXXX21015,-9.7411,14.0711,800.0
MUFG,USD,MITSUBISHI UFJ FINL-SPON ADR,9394.0,XXXXXXX21042,3.9718,0.3582,1400000.0
MUI,USD,BLACKROCK MUNICIPAL INCOME,41122076.0,XXXXXXXX1028,-24.3613,28.6913,300000.0
MUJ,USD,BLACKROCK MUNIHOLD NJ QLTY,41122145.0,XXXXXXXX1019,-2.279,6.609,950000.0
MULI,USD,MULTI-CORP INTERNATIONAL INC,109708778.0,XXXXXXXQ1094,4.08,0.25,100000.0
MULL,USD,GRANITESHARES 2X LONG MU ETF,741194660.0,XXXXXXXR6788,-19.7096,24.0396,15000.0
MULN,USD,MULLEN AUTOMOTIVE INC,728763146.0,XXXXXXXP5052,-70.7023,75.0323,10000.0
MUNI,USD,PIMCO INTERMEDIATE MUNICIPAL,70682403.0,XXXXXXXR8667,-4.886,9.216,70000.0
MUNMF,USD,MUNDORO CAPITAL INC,75217271.0,CA6261351077,-10.618,14.948,300000.0
MUR,USD,MURPHY OIL CORP,9952.0,XXXXXXX71022,4.08,0.25,1900000.0
MURA,USD,MURAL ONCOLOGY PLC,663596017.0,IE000LK2BOB4,-0.6363,4.9663,3200000.0
MURGY,USD,MUENCHENER RUECK-UNSPON ADR,54741014.0,XXXXXXX81063,-8.722,13.052,150000.0
MURMF,USD,MURCHISON MINERALS LTD,557560339.0,CA6264262099,-3.0186,7.3486,150000.0
MUSA,USD,MURPHY USA INC,132717465.0,XXXXXXX51025,4.08,0.25,350000.0
MUSLF,USD,PROMINO NUTRITIONAL SCIENCES,694151181.0,CA74290V2049,0.3653,3.9647,150000.0
MUST,USD,COLUMBIA MULTI-SECTOR MUNICI,336648628.0,XXXXXXXL6074,-13.2145,17.5445,20000.0
MUU,USD,DX DAILY MU BULL 2X SHS,734424283.0,XXXXXXXA5285,-1.4517,5.7817,45000.0
MUX,USD,MCEWEN MINING INC,573166977.0,XXXXXXXP3055,3.9882,0.3418,750000.0
MVAL,USD,VANECK MRNGST WD MT VLU ETF,693841524.0,XXXXXXXH6725,-1.5774,5.9074,1000.0
MVBF,USD,MVB FINANCIAL CORP,75884396.0,XXXXXXX01024,4.023,0.307,400000.0
MVES,USD,MOVIE STUDIO INC-THE,332925739.0,XXXXXXXP3082,4.08,0.25,1700000.0
MVF,USD,BLACKROCK MUNIVEST FUND,41122251.0,XXXXXXXR1059,-37.5713,41.9013,150000.0
MVFD,USD,MONARCH VOL FACT DVD TI ETF,688829907.0,XXXXXXXJ8201,-6.4815,10.8115,4000.0
MVFG,USD,MONARCH VF GLB UNCON ETF,688829910.0,XXXXXXXJ8128,-3.3229,7.6529,300.0
MVIS,USD,MICROVISION INC,102558681.0,XXXXXXX03048,-51.6169,55.9469,8000.0
MVIV,USD,MVIVE INC,47497215.0,XXXXXXXA1043,4.08,0.25,500.0
MVLA,USD,MOVELLA HOLDINGS INC,613585322.0,XXXXXXXN1054,2.4187,1.9113,3100000.0
MVLY,USD,MISSION VALLEY BANCORP,27828383.0,XXXXXXXE1047,-5.3569,9.6869,100.0
MVMDF,USD,MOUNTAIN VALLEY MD HOLDINGS,406390188.0,CA62430M1014,3.8662,0.4638,550000.0
MVNC,USD,MARVION INC,701720767.0,XXXXXXX42057,4.08,0.25,100000.0
MVNT,USD,MOVEMENT IND CORP,391411046.0,XXXXXXXA1007,4.08,0.25,100000.0
MVO,USD,MV OIL TRUST,42357298.0,XXXXXXX91091,-16.2641,20.5941,80000.0
MVPA,USD,MILLER VALUE PARTNERS APP,681352379.0,XXXXXXXX5611,-21.2506,25.5806,3000.0
MVPI,USD,MV PORTFOLIOS INC,166176187.0,XXXXXXX91071,4.08,0.25,1100000.0
MVPL,USD,MILLER VALUE PATNR LEVG ETF,687087919.0,XXXXXXXX5538,-10.2375,14.5675,100.0
MVRL,USD,ETRACS 150% MORTGAG REIT ETN,425010507.0,XXXXXXXA3445,0.4367,3.8933,150000.0
MVRM,USD,MAVERICK MINERALS CORP,71423608.0,XXXXXXX73009,4.08,0.25,10000.0
MVST,USD,MICROVAST HOLDINGS INC,504717050.0,XXXXXXXC1062,-4.1589,8.4889,2000000.0
MVT,USD,BLACKROCK MUNIVEST FUND II,41122090.0,XXXXXXXT1016,-12.4026,16.7326,100000.0
MVTS,USD,MOVENTIS CAPITAL INC,37953612.0,XXXXXXXP1012,4.08,0.25,1900000.0
MVV,USD,PROSHARES ULTRA MIDCAP400,39622933.0,XXXXXXXR4048,0.743,3.587,25000.0
MVVYF,USD,MOOVLY MEDIA INC,302063701.0,CA61634Q1081,-3.7547,8.0847,15000.0
MWA,USD,MUELLER WATER PRODUCTS INC-A,39429639.0,XXXXXXX81084,3.9465,0.3835,3400000.0
MWG,USD,MULTI WAYS HOLDINGS LTD,623273747.0,KYG6362F1081,-1.571,5.901,900000.0
MWOG,USD,MIDWEST OIL AND GAS INC,155511009.0,XXXXXXX01077,4.08,0.25,20000.0
MWSND,USD,SOUTHERN CROSS GOLD CONSOLID,753285842.0,CA8426851090,-15.5053,19.8353,150000.0
MWWC,USD,MARKETING WORLDWIDE CORP,125790312.0,XXXXXXXT3005,3.4116,0.9184,
MX,USD,MAGNACHIP SEMICONDUCTOR CORP,85258864.0,XXXXXXXJ2033,1.6516,2.6784,3900000.0
